"CN,20200306,25,24,0,0,1"
"CT,20200306,270,238,0,3,29"
"EX,20200306,20,11,9,0,0"
"GA,20200306,26,26,0,0,0"
"IB,20200306,10,10,0,0,0"
"MC,20200306,13,10,3,0,0"
"MD,20200306,783,783,0,0,0"
"ML,20200306,1,1,0,0,0"
"NC,20200306,26,19,7,0,0"
"PV,20200306,81,80,0,0,1"
"RI,20200306,45,44,1,0,0"
"VC,20200306,78,66,12,0,0"
"AN,20200307,77,72,5,0,0"
"AR,20200307,21,21,0,0,0"
"AS,20200307,12,12,0,0,0"
"CB,20200307,12,12,0,0,0"
"CE,20200307,0,0,0,0,0"
"CL,20200307,83,71,12,0,0"
"CM,20200307,144,33,1,1,109"
"CN,20200307,19,18,0,0,1"
"CT,20200307,292,259,0,3,30"
"EX,20200307,16,13,3,0,0"
"GA,20200307,33,32,0,0,1"
"IB,20200307,7,6,1,0,0"
"MC,20200307,20,15,5,0,0"
"MD,20200307,839,838,0,0,1"
"ML,20200307,3,3,0,0,0"
"NC,20200307,49,42,7,0,0"
"PV,20200307,92,87,0,0,5"
"RI,20200307,39,39,0,0,0"
"VC,20200307,80,64,8,0,8"
"AN,20200308,87,78,9,0,0"
"AR,20200308,36,35,0,0,1"
"AS,20200308,14,14,0,0,0"
"CB,20200308,17,17,0,0,0"
"CE,20200308,1,0,0,0,1"
"CL,20200308,80,70,10,0,0"
"CM,20200308,163,28,0,0,135"
"CN,20200308,35,31,0,0,4"
"CT,20200308,332,304,0,1,27"
"EX,20200308,19,12,7,0,0"
"GA,20200308,38,35,0,0,3"
"IB,20200308,14,12,1,0,1"
"MC,20200308,19,14,5,0,0"
"MD,20200308,1049,1049,0,0,0"
"ML,20200308,1,1,0,0,0"
"NC,20200308,51,38,13,0,0"
"PV,20200308,100,97,0,0,3"
"RI,20200308,41,41,0,0,0"
"VC,20200308,118,99,17,0,2"
"AN,20200309,169,158,11,0,0"
"AR,20200309,36,36,0,0,0"
"AS,20200309,32,32,0,0,0"
"CB,20200309,9,9,0,0,0"
"CE,20200309,1,0,1,0,0"
"CL,20200309,166,146,20,0,0"
"CM,20200309,215,45,0,0,170"
"CN,20200309,46,39,0,0,7"
"CT,20200309,567,515,0,1,51"
"EX,20200309,38,31,7,0,0"
"GA,20200309,83,81,1,0,1"
"IB,20200309,17,16,1,0,0"
"MC,20200309,32,23,9,0,0"
"MD,20200309,1508,1508,0,0,0"
